n,mean,median,std,min,q05,q25,q75,q95,max,skew,excess_kurtosis,positive_share,zero_share,negative_share
419,0.2132923643358241,0.1148989898989899,0.3632336403415294,-0.3585185185185185,-0.11769134571987361,-0.0133730769230768,0.32020677715530654,0.8840282063269435,2.7039877300613497,2.3631966866562912,8.688596286768579,0.711217183770883,0.00477326968973747,0.2840095465393795
