filename,total_pages,new_start,new_end,new_pages,new_md_words,gt_words,coverage,jaccard,start_signals,end_signal,action,reason
Fujiyama_Power_Systems_Ltd_.pdf,577,40,97,57,36624,36131,1.014,0.929,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Fusion_Micro_Finance_Ltd_.pdf,465,26,62,36,26716,26581,1.005,0.989,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
GK_Energy_Ltd_.pdf,465,23,35,12,5941,5853,1.015,0.929,"header_bare_risk_factors,material_adverse_effect_business",strict_next_section,WROTE_NEW,certified_clean
GNG_Electronics_Ltd_.pdf,407,24,29,5,2541,2457,1.034,0.858,"header_bare_risk_factors,material_adverse_effect_business",strict_next_section,WROTE_NEW,certified_clean
GPT_Healthcare_Ltd_.pdf,506,35,82,47,36211,35701,1.014,0.933,"internal_risk_factors_header,header_section_risk_factors,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
GSP_Crop_Science_Ltd_.pdf,569,37,94,57,44364,42127,1.053,0.976,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
G_R_Infraprojects_Ltd_.pdf,643,19,58,39,30866,30728,1.004,0.996,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Gala_Precision_Engineering_Ltd_.pdf,523,41,71,30,25121,24853,1.011,0.98,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
Gandhar_Oil_Refinery__India__Ltd_.pdf,646,37,81,44,34093,33551,1.016,0.984,"high_degree_of_risk,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
Ganesh_Consumer_Products_Ltd_.pdf,588,35,76,41,28439,28036,1.014,0.955,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Garuda_Construction___Engineering_Ltd_.pdf,407,35,78,43,31516,31286,1.007,0.978,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Gaudium_IVF___Women_Health_Ltd_.pdf,448,36,72,36,24197,24090,1.004,0.993,"high_degree_of_risk,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
Gem_Aromatics_Ltd_.pdf,492,32,83,51,35226,35486,0.993,0.961,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Gland_Pharma_Ltd_.pdf,333,23,52,29,25671,25577,1.004,0.996,"header_section_risk_factors,lose_all_or_part_investment,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
Glenmark_Life_Sciences_Ltd_.pdf,358,25,48,23,19410,19313,1.005,0.996,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Global_Health_Ltd_.pdf,512,40,91,51,37875,37556,1.008,0.878,"high_degree_of_risk,carefully_consider_risks_described,header_section_risk_factors,header_bare_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Global_Surfaces_Ltd_.pdf,405,28,35,7,1969,1879,1.048,0.821,"carefully_consider_risks_described,header_bare_risk_factors",strict_next_section,WROTE_NEW,certified_clean
Globe_Civil_Projects_Ltd_.pdf,604,41,108,67,45377,44515,1.019,0.914,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Glottis_Ltd_.pdf,477,39,93,54,38525,39142,0.984,0.984,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Go_Digit_General_Insurance_Ltd_.pdf,708,40,120,80,56665,57140,0.992,0.969,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Go_Fashion__India__Ltd_.pdf,414,24,60,36,26557,26537,1.001,0.982,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,plaintext_fallback_used
Godavari_Biorefineries_Ltd_.pdf,484,35,79,44,30810,30263,1.018,0.852,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Gopal_Snacks_Ltd_.pdf,504,35,89,54,39232,37955,1.034,0.827,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Gujarat_Kidney___Super_Speciality_Ltd_.pdf,585,35,76,41,31376,30991,1.012,0.993,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
HDB_Financial_Services_Ltd_.pdf,758,32,73,41,35364,34946,1.012,0.975,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
HMA_Agro_Industries_Ltd_.pdf,393,27,61,34,27825,27865,0.999,0.911,"carefully_consider_risks_described,header_section_risk_factors,lose_all_or_part_investment,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
HP_Adhesives_Ltd_.pdf,398,24,30,6,1918,1769,1.084,0.828,"carefully_consider_risks_described,header_bare_risk_factors",strict_next_section,WROTE_NEW,certified_clean
Happiest_Minds_Technologies_Ltd_.pdf,462,26,59,33,25810,25666,1.006,0.988,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
Happy_Forgings_Ltd_.pdf,524,35,79,44,33023,31384,1.052,0.885,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Hariom_Pipe_Industries_Ltd_.pdf,346,25,50,25,19117,19050,1.004,0.997,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Harsha_Engineers_International_Ltd_.pdf,375,30,62,32,26978,26956,1.001,0.988,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Heranba_Industries_Ltd_.pdf,363,17,36,19,14440,14371,1.005,0.973,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Hexagon_Nutrition_Ltd_.pdf,689,34,116,82,46073,45280,1.018,0.951,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
Hexaware_Technologies_Ltd_.pdf,644,34,78,44,33243,32559,1.021,0.818,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Highway_Infrastructure_Ltd_.pdf,537,36,78,42,28998,28859,1.005,0.972,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Home_First_Finance_Co_India_Ltd_.pdf,357,24,45,21,17982,17877,1.006,0.998,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Honasa_Consumer_Ltd_.pdf,431,40,76,36,31754,31347,1.013,0.979,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Hyundai_Motor_India_Ltd_.pdf,476,38,94,56,46205,45043,1.026,0.979,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
ICICI_Prudential_Asset_Management_Co_Ltd_.pdf,493,36,70,34,29211,28849,1.013,0.984,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
IKIO_Lighting_Ltd_.pdf,559,32,72,40,32798,32530,1.008,0.995,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
IRM_Energy_Ltd_.pdf,498,35,75,40,32774,32436,1.01,0.978,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Indegene_Ltd_.pdf,417,28,64,36,29801,29581,1.007,0.959,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
IndiaMART_InterMESH_Ltd_.pdf,576,20,51,31,23859,23709,1.006,0.999,"high_degree_of_risk,header_section_risk_factors,header_bare_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
India_Pesticides_Ltd_.pdf,369,30,74,44,35855,35708,1.004,0.989,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
India_Shelter_Finance_Corp_Ltd_.pdf,538,32,80,48,32575,31733,1.027,0.95,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Indian_Railway_Catering___Tourism_Corp_Ltd_.pdf,383,26,50,24,18140,18095,1.002,0.989,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Indian_Railway_Finance_Corp_Ltd_.pdf,413,24,52,28,21953,21837,1.005,0.994,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Indian_Renewable_Energy_Development_Agency_Ltd_.pdf,671,38,82,44,34829,34317,1.015,0.949,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Indigo_Paints_Ltd_.pdf,404,24,56,32,29022,28902,1.004,0.993,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
Indiqube_Spaces_Ltd_.pdf,607,37,77,40,28775,28252,1.019,0.958,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Indo_Farm_Equipment_Ltd_.pdf,466,29,65,36,28620,28479,1.005,0.987,"carefully_consider_risks_described,header_section_risk_factors,lose_all_or_part_investment,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
Indogulf_Cropsciences_Ltd_.pdf,486,32,71,39,32889,32342,1.017,0.996,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Innova_Captab_Ltd_.pdf,543,32,71,39,28458,28063,1.014,0.99,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Innovision_Ltd_.pdf,488,37,84,47,33519,32323,1.037,0.992,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Inox_Green_Energy_Services_Ltd_.pdf,483,33,68,35,26217,26091,1.005,0.998,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Inox_India_Ltd_.pdf,552,30,74,44,32183,30876,1.042,0.94,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Interarch_Building_Products_Ltd_.pdf,535,34,86,52,39197,38512,1.018,0.882,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
International_Gemmological_Institute__India__Ltd_.pdf,613,36,67,31,27864,27474,1.014,0.994,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Inventurus_Knowledge_Solutions_Ltd_.pdf,601,35,95,60,48037,47167,1.018,0.916,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Ivalue_Infosolutions_Ltd_.pdf,525,46,79,33,24761,24177,1.024,0.86,"high_degree_of_risk,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
JNK_India_Ltd_.pdf,464,34,77,43,30825,30648,1.006,0.982,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
JSW_Cement_Ltd_.pdf,774,44,104,60,44045,43139,1.021,0.881,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
JSW_Infrastructure_Ltd_.pdf,575,34,76,42,30891,29549,1.045,0.956,"high_degree_of_risk,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
J_G_Chemicals_Ltd_.pdf,433,34,68,34,27718,27469,1.009,0.999,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Jain_Resource_Recycling_Ltd_.pdf,559,39,94,55,38462,37717,1.02,0.858,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Jana_Small_Finance_Bank_Ltd_.pdf,603,43,121,78,54226,53321,1.017,0.998,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Jaro_Institute_of_Technology_Management___Research_Ltd_.pdf,511,37,82,45,31091,30745,1.011,0.971,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Jinkushal_Industries_Ltd_.pdf,471,32,39,7,2890,2792,1.035,0.899,"header_bare_risk_factors,material_adverse_effect_business",strict_next_section,WROTE_NEW,certified_clean
Juniper_Hotels_Ltd_.pdf,757,38,96,58,46864,45623,1.027,0.972,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Jupiter_Life_Line_Hospitals_Ltd_.pdf,442,33,69,36,26493,26128,1.014,0.978,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Jyoti_CNC_Automation_Ltd_.pdf,511,48,91,43,31069,30318,1.025,0.923,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
KFin_Technologies_Ltd_.pdf,572,29,78,49,38006,37714,1.008,0.991,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
KRN_Heat_Exchanger___Refrigeration_Ltd_.pdf,468,34,92,58,34960,36554,0.956,0.976,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
KSH_International_Ltd_.pdf,483,30,69,39,32108,31328,1.025,0.969,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Kalpataru_Ltd_.pdf,765,35,92,57,37562,36720,1.023,0.902,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Kalyan_Jewellers_India_Ltd_.pdf,509,26,63,37,28013,27756,1.009,0.994,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
Kaynes_Technology_India_Ltd_.pdf,503,30,40,10,4088,3783,1.081,0.693,"header_bare_risk_factors,material_adverse_effect_business",strict_next_section,WROTE_NEW,certified_clean
Keystone_Realtors_Ltd_.pdf,563,36,81,45,33220,32776,1.014,0.971,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Knack_Packaging_Ltd_.pdf,531,28,84,56,36077,36035,1.001,0.965,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Krishna_Institute_of_Medical_Sciences_Ltd_.pdf,415,30,63,33,30475,30249,1.007,0.995,"internal_risk_factors_header,header_section_risk_factors,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
Kronox_Lab_Sciences_Ltd_.pdf,400,30,61,31,22074,21387,1.032,0.908,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Kross_Ltd_.pdf,435,31,75,44,31872,31285,1.019,0.978,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
Krsnaa_Diagnostics_Ltd_.pdf,414,25,62,37,28814,28725,1.003,0.988,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Krystal_Integrated_Services_Ltd_.pdf,447,33,80,47,32726,31937,1.025,0.878,"high_degree_of_risk,internal_risk_factors_header,header_bare_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
LG_Electronics_India_Ltd_.pdf,502,42,104,62,50663,49487,1.024,0.953,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Landmark_Cars_Ltd_.pdf,530,29,65,36,29204,28923,1.01,0.988,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Latent_View_Analytics_Ltd_.pdf,349,26,56,30,28333,27995,1.012,0.931,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Laxmi_Dental_Ltd_.pdf,610,40,121,81,51278,47027,1.09,0.992,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Laxmi_India_Finance_Ltd_.pdf,527,37,76,39,30797,30559,1.008,0.914,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Laxmi_Organic_Industries_Ltd_.pdf,413,27,65,38,28795,28641,1.005,0.99,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Le_Travenues_Technology_Ltd_.pdf,533,34,73,39,28574,28399,1.006,0.962,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Lenskart_Solutions_Ltd_.pdf,1083,68,118,50,43456,42629,1.019,0.979,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Life_Insurance_Corp_of_India.pdf,663,27,74,47,42645,42075,1.014,0.974,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Likhitha_Infrastructure_Ltd_.pdf,348,30,33,3,417,954,0.437,0.45,"carefully_consider_risks_described,header_bare_risk_factors",strict_next_section,KEPT_ORIGINAL,jaccard 0.45 < 0.5 (content mismatch)
MSTC_Ltd_.pdf,337,26,47,21,16472,16359,1.007,0.941,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
MTAR_Technologies_Ltd_.pdf,568,29,66,37,28499,28361,1.005,0.983,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
M_B_Engineering_Ltd_.pdf,499,32,82,50,40715,40207,1.013,1.0,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Macrotech_Developers_Ltd_.pdf,513,25,52,27,23235,23092,1.006,0.993,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Mamata_Machinery_Ltd_.pdf,477,38,70,32,23195,22482,1.032,0.926,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment,material_adverse_effect_business",section_introduction,WROTE_NEW,certified_clean
Manaksia_Ltd_.pdf,360,16,34,18,9570,9510,1.006,0.993,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Manba_Finance_Ltd_.pdf,468,33,82,49,33025,32598,1.013,0.979,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Mangal_Electrical_Industries_Ltd_.pdf,466,25,31,6,2425,2334,1.039,0.829,"header_bare_risk_factors,material_adverse_effect_business",strict_next_section,WROTE_NEW,certified_clean
Mankind_Pharma_Ltd_.pdf,588,47,98,51,38393,38150,1.006,0.992,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Manoj_Vaibhav_Gems__N__Jewellers_Ltd_.pdf,416,,,0,0,0,,,,,SKIPPED_OCR,image-only PDF (132 chars in first 10 pages); existing .md kept as-is (Tesseract-OCR authoritative)
Mazagon_Dock_Shipbuilders_Ltd_.pdf,593,16,45,29,21458,21414,1.002,0.989,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,header_bare_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Medi_Assist_Healthcare_Services_Ltd_.pdf,452,32,76,44,31743,31478,1.008,0.973,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Medplus_Health_Services_Ltd_.pdf,385,31,59,28,24795,24687,1.004,0.987,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Meesho_Ltd_.pdf,689,94,141,47,29831,29444,1.013,0.968,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Metro_Brands_Ltd_.pdf,508,30,61,31,25966,25797,1.007,0.993,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Metropolis_Healthcare_Ltd_.pdf,733,21,52,31,22599,22417,1.008,0.974,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Midwest_Ltd_.pdf,553,35,81,46,33487,32915,1.017,0.996,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Motisons_Jewellers_Ltd_.pdf,492,38,95,57,31515,31506,1.0,0.982,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,plaintext_fallback_used
Mrs_Bectors_Food_Specialities_Ltd_.pdf,413,24,57,33,25471,25269,1.008,0.994,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
Mukka_Proteins_Ltd_.pdf,554,48,109,61,38280,38275,1.0,0.98,"high_degree_of_risk,header_section_risk_factors",section_introduction,WROTE_NEW,plaintext_fallback_used
Muthoot_Microfin_Ltd_.pdf,520,35,69,34,30182,29375,1.027,0.928,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
NTPC_Green_Energy_Ltd_.pdf,643,35,98,63,46048,45057,1.022,0.939,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
National_Securities_Depository_Ltd_.pdf,480,33,111,78,48462,50949,0.951,0.999,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Nazara_Technologies_Ltd_.pdf,420,25,58,33,30317,30325,1.0,0.979,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Neogen_Chemicals_Ltd_.pdf,553,18,44,26,19962,19856,1.005,0.962,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Nephrocare_Health_Services_Ltd_.pdf,648,53,119,66,48506,47770,1.015,0.985,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Netweb_Technologies_India_Ltd_.pdf,506,35,72,37,27422,27797,0.987,0.975,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Niva_Bupa_Health_Insurance_Co_Ltd_.pdf,538,20,30,10,6827,6690,1.02,0.921,"header_bare_risk_factors,material_adverse_effect_business",strict_next_section,WROTE_NEW,certified_clean
Northern_Arc_Capital_Ltd_.pdf,579,37,84,47,39505,38875,1.016,0.975,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Nova_AgriTech_Ltd_.pdf,462,32,68,36,30993,30627,1.012,0.995,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Nureca_Ltd_.pdf,335,26,49,23,17372,17296,1.004,0.993,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Nuvoco_Vistas_Corp_Ltd_.pdf,528,27,76,49,40864,40773,1.002,0.986,"high_degree_of_risk,header_section_risk_factors",section_introduction,WROTE_NEW,certified_clean
Ola_Electric_Mobility_Ltd_.pdf,461,32,82,50,42065,41872,1.005,0.965,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Om_Freight_Forwarders_Ltd_.pdf,478,46,83,37,29330,29157,1.006,0.92,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Om_Power_Transmission_Ltd_.pdf,530,27,79,52,39568,38775,1.02,0.985,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Omnitech_Engineering_Ltd_.pdf,570,36,90,54,34330,33902,1.013,0.97,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
OnEMI_Technology_Solutions_Ltd_.pdf,464,23,64,41,39162,38589,1.015,0.94,"high_degree_of_risk,internal_risk_factors_header,carefully_consider_risks_described,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
One_97_Communications_Ltd_.pdf,497,34,75,41,33870,33741,1.004,0.991,"high_degree_of_risk,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
One_Mobikwik_Systems_Ltd_.pdf,524,33,84,51,41191,40900,1.007,0.997,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Orient_Technologies_Ltd_.pdf,479,32,65,33,23625,23235,1.017,0.889,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Orkla_India_Ltd_.pdf,535,40,90,50,38932,38057,1.023,0.988,"high_degree_of_risk,carefully_consider_risks_described,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
Oswal_Pumps_Ltd_.pdf,582,36,87,51,38791,37887,1.024,0.959,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
PB_Fintech_Ltd_.pdf,479,41,93,52,31886,31603,1.009,0.991,"high_degree_of_risk,internal_risk_factors_header,header_section_risk_factors,lose_all_or_part_investment",section_introduction,WROTE_NEW,certified_clean
