year,IPO,Symbol,Listing Date,IPO Size,Sub,GMP,IPO Price,Estimated Price,Listing Price,Listing Day Cls Price,Closing Price (LTP)
2021,Craftsman Automation,"CRAFTSMAN, 543276",25-Mar-21,₹823.70 Cr,3.82x,₹30,₹1490.00,₹1520,₹1359.00 (-8.79%),₹1435.60 (-3.65%),₹9301 (524.23%)
2021,Anupam Rasayan,"ANURAS, 543275",24-Mar-21,₹760.00 Cr,44.06x,₹60,₹555.00,₹615,₹520.00 (-6.31%),₹526.80 (-5.08%),₹1268 (128.47%)
2021,EaseMyTrip,"EASEMYTRIP, 543272",19-Mar-21,₹510.00 Cr,159.33x,₹130,₹187.00,₹317,₹212.25 (13.50%),₹208.45 (11.47%),₹6.9 (-92.66%)
2021,MTAR Technologies,"MTARTECH, 543270",15-Mar-21,₹596.41 Cr,200.79x,₹580,₹575.00,₹1155,₹1050.00 (82.61%),₹1082.50 (88.26%),₹7101 (1134.96%)
2021,Heranba Industries Limited,"HERANBA, 543266",5-Mar-21,₹625.24 Cr,83.29x,₹270,₹627.00,₹897,₹900.00 (43.54%),₹812.25 (29.55%),₹182.87 (-70.83%)
2021,Nureca Limited,"NURECA, 543264",25-Feb-21,₹100.00 Cr,39.93x,₹70,₹400.00,₹470,₹615.00 (53.75%),₹666.65 (66.66%),₹233.18 (-41.7%)
2021,RailTel,"RAILTEL, 543265",26-Feb-21,₹819.24 Cr,42.39x,₹10,₹94.00,₹104,₹109.00 (15.96%),₹121.40 (29.15%),₹307.5 (227.13%)
2021,Stove Kraft,"STOVEKRAFT, 543260",5-Feb-21,₹412.62 Cr,18.03x,₹35,₹385.00,₹420,₹467.00 (21.30%),₹445.95 (15.83%),₹798.95 (107.52%)
2021,HFFC Limited,"HOMEFIRST, 543259",3-Feb-21,₹1153.72 Cr,26.66x,₹120,₹518.00,₹638,₹612.15 (18.18%),₹527.55 (1.84%),₹1222.7 (136.04%)
2021,Indigo Paints,"INDIGOPNTS, 543258",2-Feb-21,₹1169.12 Cr,117.02x,₹750,₹1490.00,₹2240,₹2607.00 (74.97%),₹3118.65 (109.31%),₹1052.4 (-29.37%)
2021,IRFC,"IRFC, 543257",29-Jan-21,₹4633.38 Cr,3.49x,₹0,₹26.00,₹26,₹25.00 (-3.85%),₹24.85 (-4.42%),₹89.9 (245.77%)
2021,Antony Waste Ltd,"AWHCL, 543254",1-Jan-21,₹299.99 Cr,15.04x,₹175,₹315.00,₹490,₹430.00 (36.51%),₹407.35 (29.32%),₹464.85 (47.57%)
2022,Elin Electronics,"ELIN, 543725",30-Dec-22,₹475.00 Cr,3.09x,₹4,₹247.00,₹251,₹244.00 (-1.21%),₹227.80 (-7.77%),₹100.31 (-59.39%)
2022,KFin Technologies,"KFINTECH, 543720",29-Dec-22,₹1500.00 Cr,2.59x,₹-3,₹366.00,₹363,₹367.00 (0.27%),₹364.00 (-0.55%),₹901.1 (146.2%)
2022,Landmark Cars,"LANDMARK, 543714",23-Dec-22,₹552.00 Cr,3.06x,₹-15,₹506.00,₹491,₹471.00 (-6.92%),₹460.05 (-9.08%),₹424 (-16.21%)
2022,Abans Holdings,"AFSL, 543712",23-Dec-22,₹345.60 Cr,1.1x,₹3,₹270.00,₹273,₹273.00 (1.11%),₹218.40 (-19.11%),₹201.15 (-25.5%)
2022,Sula Vineyards,"SULA, 543711",22-Dec-22,₹960.35 Cr,2.33x,₹-15,₹357.00,₹342,₹358 (0.28%),₹331.15 (-7.24%),₹149.96 (-57.99%)
2022,Uniparts India,"UNIPARTS, 543689",12-Dec-22,₹835.61 Cr,25.32x,₹41,₹577.00,₹618,₹575.00 (-0.35%),₹539.65 (-6.47%),₹704.95 (22.18%)
2022,Dharmaj Crop Guard,"DHARMAJ, 543687",8-Dec-22,₹251.09 Cr,35.49x,₹38,₹237.00,₹275,₹266.05 (12.26%),₹266.40 (12.41%),₹260 (9.7%)
2022,Keystone Realtors,"RUSTOMJEE, 543669",24-Nov-22,₹635.00 Cr,2.01x,₹-5,₹541.00,₹536,₹555.00 (2.59%),₹557.80 (3.11%),₹424.05 (-21.62%)
2022,Inox Green Energy,"INOXGREEN, 543667",23-Nov-22,₹740.00 Cr,1.55x,₹-1,₹65.00,₹64,₹60.00 (-7.69%),₹59.10 (-9.08%),₹191.66 (194.86%)
2022,Kaynes Technology India,"KAYNES, 543664",22-Nov-22,₹857.82 Cr,34.16x,₹185,₹587.00,₹772,₹778.00 (32.54%),₹690.10 (17.56%),₹3336.1 (468.33%)
2022,Archean Chemical,"ACI, 543657",21-Nov-22,₹1462.30 Cr,32.23x,₹127,₹407.00,₹534,₹450.00 (10.57%),₹458.15 (12.57%),₹527.45 (29.59%)
2022,Five Star Business Finance,"FIVESTAR, 543663",21-Nov-22,₹1593.45 Cr,0.7x,₹-2,₹474.00,₹472,₹464.90 (-1.92%),₹490.00 (3.38%),₹546.4 (15.27%)
2022,Global Health,"MEDANTA, 543654",16-Nov-22,₹2205.57 Cr,9.58x,₹30,₹336.00,₹366,₹401.00 (19.35%),₹415.65 (23.71%),₹1336.9 (297.89%)
2022,Bikaji Foods International,"BIKAJI, 543653",16-Nov-22,₹880.86 Cr,26.67x,₹21,₹300.00,₹321,₹322.80 (7.60%),₹317.45 (5.82%),₹643.3 (114.43%)
2022,Fusion Micro Finance,"FUSION, 543652",15-Nov-22,₹1103.99 Cr,2.95x,₹-4,₹368.00,₹364,₹359.50 (-2.31%),₹324.90 (-11.71%),₹234.04 (-36.4%)
2022,DCX Systems,"DCXINDIA, 543650",11-Nov-22,₹500.00 Cr,69.79x,₹75,₹207.00,₹282,₹287.00 (38.65%),₹308.80 (49.18%),₹200.17 (-3.3%)
2022,Tracxn Technologies,"TRACXN, 543638",20-Oct-22,₹309.38 Cr,2.01x,₹-1,₹80.00,₹79,₹84.50 (5.62%),₹93.35 (16.69%),₹30.04 (-62.45%)
2022,Electronics Mart India,"EMIL, 543626",17-Oct-22,₹500.00 Cr,71.93x,₹30,₹59.00,₹89,₹90.00 (52.54%),₹84.50 (43.22%),₹134.36 (127.73%)
2022,Harsha Engineers International,"HARSHA, 543600",26-Sep-22,₹755.00 Cr,74.7x,₹125,₹330.00,₹455,₹450.00 (36.36%),₹486.50 (47.42%),₹427.7 (29.61%)
2022,Tamilnad Mercantile Bank,"TMB, 543596",15-Sep-22,₹807.84 Cr,2.86x,₹14,₹510.00,₹539,₹510.00 (0.00%),₹509.65 (-0.07%),₹801.6 (57.18%)
2022,Dreamfolks Services,"DREAMFOLKS, 543591",6-Sep-22,₹562.10 Cr,56.68x,₹148,₹326.00,₹474,₹508.70 (56.04%),₹462.65 (41.92%),₹69.65 (-78.63%)
2022,Syrma SGS Technology,"SYRMA, 543573",26-Aug-22,₹840.13 Cr,32.61x,₹48,₹220.00,₹268,₹262.00 (19.09%),₹313.05 (42.30%),₹1451.9 (559.95%)
2022,Aether Industries,"AETHER, 543534",3-Jun-22,₹808.04 Cr,6.26x,₹55,₹642.00,₹697,₹704.00 (9.66%),₹776.75 (20.99%),₹1500.8 (133.77%)
2022,eMudhra,"EMUDHRA, 543533",1-Jun-22,₹412.79 Cr,2.72x,₹0,₹256.00,₹256,₹270.00 (5.47%),₹258.85 (1.11%),₹455.75 (78.03%)
2022,Ethos Limited,"ETHOSLTD, 543532",30-May-22,₹402.26 Cr,1.04x,₹-5,₹878.00,₹873,₹830.00 (-5.47%),₹803.10 (-8.53%),₹2477.5 (182.18%)
2022,Paradeep Phosphates,"PARADEEP, 543530",27-May-22,₹1501.73 Cr,1.75x,₹0,₹42.00,₹42,₹44.00 (4.76%),₹43.95 (4.64%),₹141.81 (237.64%)
2022,Delhivery,"DELHIVERY, 543529",24-May-22,₹5235.00 Cr,1.31x,₹-10,₹487.00,₹477,₹495.20 (1.68%),₹537.25 (10.32%),₹520.3 (6.84%)
2022,Venus Pipes and Tubes,"VENUSPIPES, 543528",24-May-22,₹165.42 Cr,10.77x,₹20,₹326.00,₹346,₹335.00 (2.76%),₹354.35 (8.70%),₹1807.9 (454.57%)
2022,Prudent Corporate Advisory Services,"PRUDENT, 543527",20-May-22,₹428.28 Cr,1.22x,₹18,₹630.00,₹648,₹650.00 (3.17%),₹562.70 (-10.68%),₹2983.2 (373.52%)
2022,LIC,"LICI, 543526",17-May-22,₹20557.23 Cr,2.95x,₹-26,₹949.00,₹923,₹872.00 (-8.11%),₹875.45 (-7.75%),₹443.05 (-53.31%)
2022,Rainbow Childrens Medicare,"RAINBOW, 543524",10-May-22,₹1580.85 Cr,12.43x,₹-10,₹542.00,₹532,₹510.00 (-5.90%),₹450.20 (-16.94%),₹1470.4 (171.29%)
2022,Campus Activewear,"CAMPUS, 543523",9-May-22,₹1399.77 Cr,51.75x,₹40,₹292.00,₹332,₹360.00 (23.29%),₹378.90 (29.76%),₹231.09 (-20.86%)
2022,Veranda Learning,"VERANDA, 543514",11-Apr-22,₹200.00 Cr,3.53x,₹15,₹137.00,₹152,₹157.00 (14.60%),₹160.40 (17.08%),₹237.95 (73.69%)
2022,Hariom Pipe,"HARIOMPIPE, 543517",13-Apr-22,₹130.05 Cr,7.93x,₹25,₹153.00,₹178,₹220.00 (43.79%),₹231.00 (50.98%),₹383.55 (150.69%)
2022,Ruchi Soya,"PATANJALI, 500368",8-Apr-22,₹4300.00 Cr,3.6x,₹140,₹650.00,₹790,₹855.00 (31.54%),₹924.85 (42.28%),₹413.8 (-36.34%)
2022,Uma Exports,"UMAEXPORTS, 543513",7-Apr-22,₹60.00 Cr,7.67x,₹0,₹68.00,₹68,₹76.00 (11.76%),₹84.00 (23.53%),₹21.57 (-68.28%)
2022,Vedant Fashions,"MANYAVAR, 543463",16-Feb-22,₹3149.19 Cr,2.57x,₹-12,₹866.00,₹854,₹935.00 (7.97%),₹934.85 (7.95%),₹392.15 (-54.72%)
2022,Adani Wilmar,"AWL, 543458",8-Feb-22,₹3600.00 Cr,17.37x,₹23,₹230.00,₹253,₹227.00 (-1.30%),₹268.25 (16.63%),₹190 (-17.39%)
2022,AGS Transact Technologies,"AGSTRA, 543451",31-Jan-22,₹680.00 Cr,7.79x,₹-6,₹175.00,₹169,₹175.00 (0.00%),₹161.30 (-7.83%),₹3.92 (-97.76%)
2023,Innova Captab,"INNOVACAP, 544067",29-Dec-23,₹570.00 Cr,34.56x,₹32,₹448.00,₹480,₹452.10 (0.92%),₹545.15 (21.69%),₹989.35 (120.84%)
2023,Azad Engineering,"AZAD, 544061",28-Dec-23,₹740.00 Cr,83.04x,₹195,₹524.00,₹719,₹720 (37.40%),₹677.50 (29.29%),₹2479.5 (373.19%)
2023,Mufti Jeans,"MUFTI, 544058",27-Dec-23,₹549.78 Cr,51.85x,₹80,₹280.00,₹360,₹282.35 (0.84%),₹312.50 (11.61%),₹85.62 (-69.42%)
2023,Happy Forgings,"HAPPYFORGE, 544057",27-Dec-23,₹1008.59 Cr,82.63x,₹235,₹850.00,₹1085,₹1000 (17.65%),₹1030.80 (21.27%),₹1582.3 (86.15%)
2023,RBZ Jewellers,"RBZJEWEL, 544060",27-Dec-23,₹100.00 Cr,16.86x,₹0,₹100.00,₹100,₹100 (0.00%),₹105.00 (5.00%),₹154.24 (54.24%)
2023,Muthoot Microfin,"MUTHOOTMF, 544055",26-Dec-23,₹960.00 Cr,12.3x,₹27,₹291.00,₹318,₹275.30 (-5.40%),₹266.20 (-8.52%),₹235.26 (-19.15%)
2023,Suraj Estate Developers,"SURAJEST, 544054",26-Dec-23,₹400.00 Cr,16.57x,₹15,₹360.00,₹375,₹340 (-5.56%),₹334.50 (-7.08%),₹204.61 (-43.16%)
2023,Motisons Jewellers,"MOTISONS, 544053",26-Dec-23,₹151.09 Cr,173.23x,₹70,₹55.00,₹125,₹109.00 (98.18%),₹103.55 (88.27%),₹14.2 (136.67%)
2023,Inox India,"INOXINDIA, 544046",21-Dec-23,₹1459.32 Cr,61.28x,₹440,₹660.00,₹1100,₹949.65 (43.89%),₹939.95 (42.42%),₹1978 (199.7%)
2023,DOMS,"DOMS, 544045",20-Dec-23,₹1200.00 Cr,99.34x,₹510,₹790.00,₹1300,₹1400 (77.22%),₹1330.85 (68.46%),₹2376.2 (200.78%)
2023,India Shelter Finance Corporation,"INDIASHLTR, 544044",20-Dec-23,₹1200.00 Cr,38.59x,₹157,₹493.00,₹650,₹620 (25.76%),₹544.70 (10.49%),₹800.05 (62.28%)
2023,Flair Writing,"FLAIR, 544030",1-Dec-23,₹593.00 Cr,49.28x,₹150,₹304.00,₹454,₹501 (64.80%),₹452.70 (48.91%),₹260.15 (-14.42%)
2023,Fedbank Financial Services,"FEDFINA, 544027",30-Nov-23,₹1092.70 Cr,2.24x,₹0,₹140.00,₹140,₹137.75 (-1.61%),₹140.25 (0.18%),₹159.34 (13.81%)
2023,Tata Technologies,"TATATECH, 544028",30-Nov-23,₹3042.51 Cr,69.43x,₹475,₹500.00,₹975,₹1199.95 (139.99%),₹1314.25 (162.85%),₹718.55 (43.71%)
2023,Gandhar Oil Refinery,"GANDHAR, 544029",30-Nov-23,₹500.69 Cr,65.63x,₹73,₹169.00,₹242,₹295.40 (74.79%),₹301.50 (78.40%),₹203.15 (20.21%)
2023,IREDA,"IREDA, 544026",29-Nov-23,₹2150.21 Cr,38.8x,₹12,₹32.00,₹44,₹50.00 (56.25%),₹60.00 (87.50%),₹126.4 (295%)
2023,ASK Automotive,"ASKAUTOLTD, 544022",15-Nov-23,₹833.91 Cr,51.14x,₹28,₹282.00,₹310,₹303.30 (7.55%),₹310.20 (10.00%),₹471.85 (67.32%)
2023,Protean eGov Technologies,"PROTEAN, 544021",13-Nov-23,₹489.95 Cr,23.86x,₹48,₹792.00,₹840,₹792 (0.00%),₹883.00 (11.49%),₹588.7 (-25.67%)
2023,ESAF Small Finance Bank,"ESAFSFB, 544020",10-Nov-23,₹463.00 Cr,77x,₹16,₹60.00,₹76,₹71.00 (18.33%),₹69.05 (15.08%),₹35.73 (-40.45%)
2023,Honasa Consumer Limited,"HONASA, 544014",7-Nov-23,₹1701.44 Cr,7.61x,₹24,₹324.00,₹348,₹330.00 (1.85%),₹337.15 (4.06%),₹472.1 (45.71%)
2023,Cello World Limited,"CELLO, 544012",6-Nov-23,₹1900.00 Cr,41.69x,₹160,₹648.00,₹808,₹829.00 (27.93%),₹791.90 (22.21%),₹368.65 (-43.11%)
2023,Blue Jet Healthcare,"BLUEJET, 544009",1-Nov-23,₹840.27 Cr,7.95x,₹22,₹346.00,₹368,₹380 (9.83%),₹413.40 (19.48%),₹624.05 (80.36%)
2023,IRM Energy,"IRMENERGY, 544004",26-Oct-23,₹545.00 Cr,27.05x,₹18,₹505.00,₹523,₹477.25 (-5.50%),₹473.15 (-6.31%),₹263.5 (-47.82%)
2023,Plaza Wires,"PLAZACABLE, 544003",12-Oct-23,₹71.28 Cr,160.97x,₹23,₹54.00,₹77,₹76 (40.74%),₹80.23 (48.57%),₹44.71 (-17.2%)
2023,Valiant Laboratories,"VALIANTLAB, 543998",6-Oct-23,₹152.46 Cr,29.76x,₹20,₹140.00,₹160,₹162.15 (15.82%),₹170.25 (21.61%),₹62.08 (-55.66%)
2023,Updater Services,"UDS, 543996",4-Oct-23,₹640.00 Cr,2.96x,₹0,₹300.00,₹300,₹285 (-5.00%),₹283.90 (-5.37%),₹199.21 (-33.6%)
2023,JSW Infrastructure,"JSWINFRA, 543994",3-Oct-23,₹2800.00 Cr,39.36x,₹30,₹119.00,₹149,₹143 (20.17%),₹157.30 (32.18%),₹330.05 (177.35%)
2023,Manoj Vaibhav Gems,"MVGJL, 543995",3-Oct-23,₹270.20 Cr,2.33x,₹0,₹215.00,₹215,₹215 (0.00%),₹215.65 (0.30%),₹156.15 (-27.37%)
2023,Yatra Online,"YATRA, 543992",28-Sep-23,₹775.00 Cr,1.66x,₹0,₹142.00,₹142,₹127.50 (-10.21%),₹135.95 (-4.26%),₹114.16 (-19.61%)
2023,Sai Silks Kalamandir,"KALAMANDIR, 543989",27-Sep-23,₹1201.00 Cr,4.47x,₹7,₹222.00,₹229,₹231.00 (4.05%),₹244.90 (10.32%),₹101.05 (-54.48%)
2023,Signatureglobal India,"SIGNATURE, 543990",27-Sep-23,₹730.00 Cr,12.5x,₹50,₹385.00,₹435,₹444.00 (15.32%),₹458.55 (19.10%),₹848.85 (120.48%)
2023,SAMHI Hotels,"SAMHI, 543984",22-Sep-23,₹1370.10 Cr,5.57x,₹8,₹126.00,₹134,₹134.50 (6.75%),₹143.55 (13.93%),₹173.08 (37.37%)
2023,Zaggle Prepaid Ocean Services,"ZAGGLE, 543985",22-Sep-23,₹563.38 Cr,12.86x,₹11,₹164.00,₹175,₹164 (0.00%),₹158.35 (-3.45%),₹207.79 (26.7%)
2023,EMS,"EMSLIMITED, 543983",21-Sep-23,₹321.25 Cr,76.21x,₹88,₹211.00,₹299,₹282.05 (33.67%),₹279.90 (32.65%),₹458.15 (117.13%)
2023,R R Kabel,"RRKABEL, 543981",20-Sep-23,₹1964.02 Cr,18.69x,₹104,₹1035.00,₹1139,₹1180 (14.01%),₹1198.05 (15.75%),₹2225.7 (115.04%)
2023,Jupiter Life Line Hospitals,"JLHL, 543980",18-Sep-23,₹869.08 Cr,64.8x,₹233,₹735.00,₹968,₹973.00 (32.38%),₹1075.75 (46.36%),₹1455.8 (98.07%)
2023,Ratnaveer Precision Engineering,"RATNAVEER, 543978",11-Sep-23,₹165.03 Cr,93.99x,₹52,₹98.00,₹150,₹123.20 (25.71%),₹134.40 (37.14%),₹180.01 (83.68%)
2023,Rishabh Instruments,"RISHABH, 543977",11-Sep-23,₹490.78 Cr,31.65x,₹61,₹441.00,₹502,₹460.05 (4.32%),₹443.15 (0.49%),₹662.1 (50.14%)
2023,Vishnu Prakash R Punglia,"VPRPL, 543974",5-Sep-23,₹308.61 Cr,87.82x,₹62,₹99.00,₹161,₹165 (66.67%),₹145.93 (47.40%),₹26.45 (-73.28%)
2023,Aeroflex Industries,"AEROFLEX, 543972",31-Aug-23,₹351.00 Cr,97.11x,₹71,₹108.00,₹179,₹190.00 (75.93%),₹163.25 (51.16%),₹413.55 (282.92%)
2023,Pyramid Technoplast,"PYRAMID, 543969",29-Aug-23,₹153.05 Cr,18.29x,₹22,₹166.00,₹188,₹187.00 (12.65%),₹177.65 (7.02%),₹165.47 (-0.32%)
2023,TVS Supply Chain Solutions,"TVSSCS, 543965",23-Aug-23,₹880.00 Cr,2.85x,₹3,₹197.00,₹200,₹207.05 (5.10%),₹201.00 (2.03%),₹141.66 (-28.09%)
2023,Concord Biotech,"CONCORDBIO, 543960",18-Aug-23,₹1550.52 Cr,24.87x,₹122,₹741.00,₹863,₹900.05 (21.46%),₹942.80 (27.23%),₹1304.7 (76.07%)
2023,SBFC Finance,"SBFC, 543959",16-Aug-23,₹1025.00 Cr,74.06x,₹26,₹57.00,₹83,₹82 (43.86%),₹92.21 (61.77%),₹91.96 (61.33%)
2023,Yatharth Hospital,"YATHARTH, 543950",7-Aug-23,₹686.55 Cr,37.28x,₹75,₹300.00,₹375,₹306.10 (2.03%),₹333.85 (11.28%),₹829.75 (176.58%)
2023,Netweb Technologies India,"NETWEB, 543945",27-Jul-23,₹631.00 Cr,90.55x,₹394,₹500.00,₹894,₹947.00 (89.40%),₹910.50 (82.10%),₹4305 (761%)
2023,Utkarsh Small Finance Bank,"UTKARSHBNK, 543942",21-Jul-23,₹500.00 Cr,110.77x,₹16,₹25.00,₹41,₹40.00 (60.00%),₹48.00 (92.00%),₹14.64 (-41.44%)
2023,Senco Gold,"SENCO, 543936",14-Jul-23,₹405.00 Cr,77.25x,₹103,₹317.00,₹420,₹430.00 (35.65%),₹405.30 (27.85%),₹362.15 (129.21%)
2023,Cyient DLM,"CYIENTDLM, 543933",10-Jul-23,₹592.00 Cr,71.35x,₹135,₹265.00,₹400,₹403 (52.08%),₹420.75 (58.77%),₹545.65 (105.91%)
2023,ideaForge Technology,"IDEAFORGE, 543932",7-Jul-23,₹567.24 Cr,106.06x,₹525,₹672.00,₹1197,₹1300.00 (93.45%),₹1295.50 (92.78%),₹900.75 (34.04%)
2023,HMA Agro Industries,"HMAAGRO, 543929",4-Jul-23,₹480.00 Cr,1.62x,₹40,₹585.00,₹625,₹625 (6.84%),₹585.65 (0.11%),₹21.92 (-62.21%)
2023,IKIO Lighting,"IKIO, 543923",16-Jun-23,₹606.50 Cr,67.75x,₹90,₹285.00,₹375,₹392.50 (37.72%),₹403.85 (41.70%),₹210.75 (-26.05%)
2023,Nexus Select Trust,"NXST, 543913",19-May-23,₹3200.00 Cr,5.45x,₹3,₹100.00,₹103,₹103.00 (3.00%),₹104.29 (4.29%),₹164.52 (64.52%)
2023,Mankind Pharma,"MANKIND, 543904",9-May-23,₹4326.36 Cr,15.32x,₹121,₹1080.00,₹1201,₹1300.00 (20.37%),₹1424.05 (31.86%),₹2525.1 (133.81%)
2023,Avalon Technologies,"AVALON, 543896",18-Apr-23,₹865.00 Cr,2.34x,₹7,₹436.00,₹443,₹436.00 (0.00%),₹398.00 (-8.72%),₹1768.1 (305.53%)
2023,Udayshivakumar Infra,"USK, 543861",3-Apr-23,₹66.00 Cr,32.49x,₹10,₹35.00,₹45,₹30.00 (-14.29%),₹31.50 (-10.00%),₹22.84 (-34.74%)
2023,Global Surfaces,"GSLSU, 543829",23-Mar-23,₹154.98 Cr,12.21x,₹18,₹140.00,₹158,₹164.00 (17.14%),₹171.05 (22.18%),₹38.99 (-72.15%)
2023,Divgi TorqTransfer Systems,"DIVGIITTS, 543812",14-Mar-23,₹412.12 Cr,5.44x,₹29,₹590.00,₹619,₹620 (5.08%),₹605.20 (2.58%),₹967.4 (63.97%)
2023,Sah Polymers,"SAH, 543743",12-Jan-23,₹66.30 Cr,17.46x,₹10,₹65.00,₹75,₹85.00 (30.77%),₹89.25 (37.31%),₹104.75 (61.15%)
2023,Radiant Cash Management,"RADIANTCMS, 543732",4-Jan-23,₹256.64 Cr,0.12x,₹6,₹94.00,₹105,₹104 (10.64%),₹104.90 (11.60%),₹38.07 (-59.5%)
2024,Unimech Aerospace,"UNIMECH, 544322",31-Dec-24,₹500.00 Cr,184.34x,₹625,₹785.00,₹1410,₹1460 (85.99%),₹1376.25 (75.32%),₹1185 (50.96%)
2024,Carraro India,"CARRARO, 544320",30-Dec-24,₹1250.00 Cr,1.18x,₹0,₹704.00,₹704,₹651.00 (-7.53%),₹636.30 (-9.62%),₹569.2 (-19.15%)
2024,Senores Pharmaceuticals,"SENORES, 544319",30-Dec-24,₹582.11 Cr,97.86x,₹284,₹391.00,₹675,₹600.00 (53.45%),₹557.80 (42.66%),₹1417.8 (262.61%)
2024,Ventive Hospitality,"VENTIVE, 544321",30-Dec-24,₹1600.00 Cr,10.33x,₹80,₹643.00,₹723,₹716.00 (11.35%),₹704.55 (9.57%),₹624.3 (-2.91%)
2024,Concord Enviro Systems,"CEWATER, 544315",27-Dec-24,₹500.33 Cr,10.67x,₹138,₹701.00,₹839,₹826.00 (17.83%),₹828.45 (18.18%),₹352.6 (-49.7%)
2024,DAM Capital Advisors,"DAMCAPITAL, 544316",27-Dec-24,₹840.25 Cr,81.88x,₹143,₹283.00,₹426,₹393.00 (38.87%),₹415.10 (46.68%),₹153.41 (-45.79%)
2024,Transrail Lighting,"TRANSRAILL, 544317",27-Dec-24,₹838.91 Cr,81.98x,₹165,₹432.00,₹597,₹590.00 (36.57%),₹553.55 (28.14%),₹508.05 (17.6%)
2024,Sanathan Textiles,"SANATHAN, 544314",27-Dec-24,₹550.00 Cr,36.9x,₹87,₹321.00,₹408,₹422.30 (31.56%),₹389.00 (21.18%),₹445.05 (38.64%)
2024,Mamata Machinery,"MAMATA, 544318",27-Dec-24,₹179.35 Cr,194.95x,₹260,₹243.00,₹503,₹600.00 (146.91%),₹630.00 (159.26%),₹380.1 (56.42%)
2024,International Gemmological Institute,"IGIL, 544311",20-Dec-24,₹4225.00 Cr,35.48x,₹159,₹417.00,₹576,₹504.85 (21.07%),₹471.15 (12.99%),₹346.9 (-16.81%)
2024,Inventurus Knowledge Solutions,"IKS, 544309",19-Dec-24,₹2497.92 Cr,52.68x,₹421,₹1329.00,₹1750,₹1856.00 (39.65%),₹1960.85 (47.54%),₹1928.1 (45.08%)
2024,Mobikwik,"MOBIKWIK, 544305",18-Dec-24,₹572.00 Cr,125.69x,₹160,₹279.00,₹439,₹440.00 (57.71%),₹530.30 (90.07%),₹221.45 (-20.63%)
2024,Vishal Mega Mart,"VMM, 544307",18-Dec-24,₹8000.00 Cr,28.75x,₹22,₹78.00,₹100,₹104.00 (33.33%),₹111.95 (43.53%),₹118.79 (52.29%)
2024,Sai Life Sciences,"SAILIFE, 544306",18-Dec-24,₹3042.62 Cr,10.27x,₹72,₹549.00,₹621,₹650.00 (18.40%),₹765.30 (39.40%),₹1265 (130.42%)
2024,Property Share InvIT,544295,10-Dec-24,₹352.91 Cr,0.03x,₹0,₹1050000.00,,₹1050000.00 (0.00%),₹1048945.70 (-0.10%),₹1075000 (2.38%)
2024,Suraksha Clinic and Diagnostic,"SURAKSHA, 544293",6-Dec-24,₹846.25 Cr,1.27x,₹13,₹441.00,₹454,₹438.00 (-0.68%),₹441.00 (0.00%),₹264.3 (-40.07%)
2024,Enviro Infra Engineers,"EIEL, 544290",29-Nov-24,₹650.30 Cr,89.9x,₹57,₹148.00,₹205,₹220.00 (48.65%),₹207.07 (39.91%),₹244.49 (65.2%)
2024,NTPC Green Energy,"NTPCGREEN, 544289",27-Nov-24,₹10000.00 Cr,2.55x,₹1,₹108.00,₹109,₹111.50 (3.24%),₹122.10 (13.06%),₹94.1 (-12.87%)
2024,BlackBuck-Zinka Logistics,"BLACKBUCK, 544288",22-Nov-24,₹1114.72 Cr,1.87x,₹0,₹273.00,₹273,₹280.90 (2.89%),₹260.20 (-4.69%),₹578.9 (112.05%)
2024,Niva Bupa Health Insurance,"NIVABUPA, 544286",14-Nov-24,₹2200.00 Cr,1.9x,₹1,₹74.00,₹75,₹78.14 (5.59%),₹74.00 (0.00%),₹86.51 (16.91%)
2024,Swiggy,"SWIGGY, 544285",13-Nov-24,₹11327.43 Cr,3.59x,₹0,₹390.00,₹390,₹420.00 (7.69%),₹456.00 (16.92%),₹273.25 (-29.94%)
2024,ACME Solar Holdings,"ACMESOLAR, 544283",13-Nov-24,₹2900.00 Cr,2.89x,₹-4,₹289.00,₹285,₹251.00 (-13.15%),₹253.50 (-12.28%),₹377 (30.45%)
2024,Sagility India,"SAGILITY, 544282",12-Nov-24,₹2106.40 Cr,3.2x,₹0.30,₹30.00,₹30.3,₹31.06 (3.53%),₹29.36 (-2.13%),₹42.53 (41.77%)
2024,Afcons Infrastructure,"AFCONS, 544280",4-Nov-24,₹5430.00 Cr,2.77x,₹15,₹463.00,₹478,₹426.00 (-7.99%),₹474.55 (2.49%),₹300.9 (-35.01%)
2024,Godavari Biorefineries,"GODAVARIB, 544279",30-Oct-24,₹554.75 Cr,1.87x,₹5,₹352.00,₹357,₹308.00 (-12.50%),₹343.20 (-2.50%),₹270.7 (-23.1%)
2024,Waaree Energies,"WAAREEENER, 544277",28-Oct-24,₹4321.44 Cr,79.44x,₹1295,₹1503.00,₹2798,₹2500 (66.33%),₹2338.90 (55.62%),₹2922.9 (94.47%)
2024,Deepak Builders Engineers,"DBEIL, 544276",28-Oct-24,₹260.04 Cr,41.54x,₹32,₹203.00,₹235,₹200.00 (-1.48%),₹161.95 (-20.22%),₹8.29 (-58.55%)
2024,Hyundai Motor,"HYUNDAI, 544274",22-Oct-24,₹27858.75 Cr,2.37x,₹62,₹1960.00,₹2022,₹1934.00 (-1.33%),₹1820.40 (-7.12%),₹1984.9 (1.27%)
