filename,total_pages,risk_start_page,risk_end_page,risk_pages,chars,words,n_tables,status,error
Sai_Parenteral_s_Ltd_.pdf,510,41,92,51,241060,33376,246,ok,
Sai_Silks__Kalamandir__Ltd_.pdf,216,11,23,12,36971,5692,5,ok_C_letter,tried: A_strict=NO(no start match) | B_endash_pre=NO(no start match) | C_letter=pp11-23
Sambhv_Steel_Tubes_Ltd_.pdf,602,43,117,74,288641,36388,474,ok,
Sanathan_Textiles_Ltd_.pdf,564,38,92,54,257259,36650,211,ok,
Sansera_Engineering_Ltd_.pdf,383,24,56,32,190135,29712,20,ok,
Sanstar_Ltd_.pdf,510,37,80,43,213308,32059,123,ok_E_standalone,tried: A_strict=NO(no start match) | B_endash_pre=NO(no start match) | C_letter=NO(no start match) | D_reversed=NO(no start match) | E_standalone=pp37-80
Sapphire_Foods_India_Ltd_.pdf,498,31,83,52,233600,35470,76,ok,
Saraswati_Saree_Depot_Ltd_.pdf,398,45,89,44,177806,26618,106,ok,
Schloss_Bangalore_Ltd_.pdf,610,38,100,62,315214,45811,298,ok,
Scoda_Tubes_Ltd_.pdf,430,35,84,49,224586,31730,321,ok,
Senco_Gold_Ltd_.pdf,499,32,77,45,225186,34387,79,ok,
Senores_Pharmaceuticals_Ltd_.pdf,535,38,89,51,273611,38363,269,ok,
Seshaasai_Technologies_Ltd_.pdf,562,34,71,37,188556,28007,149,ok,
Shadowfax_Technologies_Ltd_.pdf,422,34,69,35,209497,29994,212,ok,
Shanti_Gold_International_Ltd_.pdf,393,32,73,41,197023,28371,219,ok,
Shree_Ram_Twistex_Ltd_.pdf,426,39,81,42,170627,24257,150,ok,
Shree_Tirupati_Balajee_Agro_Trading_Co_Ltd_.pdf,479,39,79,40,183354,26465,167,ok,
Shreeji_Shipping_Global_Ltd_.pdf,473,41,87,46,208325,28972,237,ok,
Shringar_House_of_Mangalsutra_Ltd_.pdf,437,36,80,44,196733,28454,183,ok,
Shriram_Properties_Ltd_.pdf,427,21,49,28,165358,25514,48,ok,
Shyam_Metalics___Energy_Ltd_.pdf,443,21,51,30,179119,27532,27,ok,
Sigachi_Industries_Ltd_.pdf,392,24,62,38,193813,30363,37,ok,
Signatureglobal__India__Ltd_.pdf,532,33,70,37,210836,31273,140,ok,
Smartworks_Coworking_Spaces_Ltd_.pdf,583,42,112,70,322204,45817,297,ok,
Solarworld_Energy_Solutions_Ltd_.pdf,495,34,76,42,215404,29973,182,ok,
Sona_BLW_Precision_Forgings_Ltd_.pdf,469,28,61,33,197084,30211,38,ok,
Spandana_Sphoorty_Financial_Ltd_.pdf,505,18,43,25,133636,20504,46,ok,
Sri_Lotus_Developers___Realty_Ltd_.pdf,529,40,79,39,195282,28305,171,ok,
Stallion_India_Fluorochemicals_Ltd_.pdf,384,32,67,35,144090,20265,206,ok,
Standard_Glass_Lining_Technology_Ltd_.pdf,593,61,110,49,225351,32382,260,ok,
Stanley_Lifestyles_Ltd_.pdf,468,32,77,45,244590,34897,275,ok,
Star_Health___Allied_Insurance_Co_Ltd_.pdf,474,28,64,36,217612,33405,32,ok,
Sterling___Wilson_Solar_Ltd_.pdf,514,28,56,28,140242,21461,15,ok,
Stove_Kraft_Ltd_.pdf,315,20,48,28,170635,26684,29,ok,
Studds_Accessories_Ltd_.pdf,561,30,71,41,189246,26965,261,ok,
Sudeep_Pharma_Ltd_.pdf,552,38,74,36,211433,30508,221,ok,
Sula_Vineyards_Ltd_.pdf,483,34,77,43,211913,32592,56,ok,
Supriya_Lifescience_Ltd_.pdf,377,25,49,24,113630,17345,33,ok,
Suraj_Estate_Developers_Ltd_.pdf,532,35,103,68,279825,37778,367,ok,
Suraksha_Diagnostic_Ltd_.pdf,477,35,79,44,204412,28815,233,ok,
Suryoday_Small_Finance_Bank_Ltd_.pdf,452,24,59,35,209398,32433,22,ok,
Swiggy_Ltd_.pdf,541,37,75,38,220951,32942,183,ok,
Syrma_SGS_Technology_Ltd_.pdf,779,33,71,38,195088,29538,56,ok,
TBO_Tek_Ltd_.pdf,478,32,83,51,264790,37473,328,ok,
TVS_Supply_Chain_Solutions_Ltd_.pdf,710,41,78,37,190625,28241,136,ok,
Tamilnad_Mercantile_Bank_Ltd_.pdf,556,23,62,39,191050,29762,42,ok,
Tarsons_Products_Ltd_.pdf,326,25,53,28,158260,24253,47,ok,
Tata_Capital_Ltd_.pdf,836,53,101,48,279670,40599,343,ok,
Tata_Technologies_Ltd_.pdf,504,36,74,38,217104,31402,196,ok,
Tatva_Chintan_Pharma_Chem_Ltd_.pdf,373,24,58,34,172028,26554,14,ok,
Tega_Industries_Ltd_.pdf,428,25,66,41,199546,30028,62,ok,
Tenneco_Clean_Air_India_Ltd_.pdf,604,48,107,59,280133,39181,282,ok,
Tolins_Tyres_Ltd_.pdf,548,41,99,58,259671,36640,284,ok_B_endash_pre,tried: A_strict=NO(no start match) | B_endash_pre=pp41-99
Tracxn_Technologies_Ltd_.pdf,482,30,66,36,187573,28390,63,ok,
Transrail_Lighting_Ltd_.pdf,473,35,71,36,196265,28167,168,ok,
Travel_Food_Services_Ltd_.pdf,541,39,92,53,260165,38435,194,ok,
Trualt_Bioenergy_Ltd_.pdf,678,35,87,52,268563,39008,196,ok,
Turtlemint_Fintech_Solutions_Ltd_.pdf,708,26,94,68,367662,53528,235,ok,
UTI_Asset_Management_Co_Ltd_.pdf,367,14,35,21,96457,15381,0,ok,
Udayshivakumar_Infra_Ltd_.pdf,397,29,73,44,217598,31892,184,ok,
Ujjivan_Small_Finance_Bank_Ltd_.pdf,362,23,53,30,186610,28712,36,ok,
Uma_Exports_Ltd_.pdf,357,24,65,41,167360,23530,263,ok,
Unicommerce_eSolutions_Ltd_.pdf,382,33,72,39,205117,30908,109,ok,
Unimech_Aerospace___Manufacturing_Ltd_.pdf,456,31,87,56,294490,39986,572,ok,
Uniparts_India_Ltd_.pdf,477,29,77,48,243271,35635,173,ok,
Updater_Services_Ltd_.pdf,592,37,92,55,268125,40722,48,ok,
Urban_Co_Ltd_.pdf,577,37,91,54,261435,38385,250,ok,
Utkarsh_Small_Finance_Bank_Ltd_.pdf,459,28,75,47,248694,38340,74,ok,
VMS_TMT_Ltd_.pdf,473,34,88,54,241141,33249,350,ok,
Valiant_Laboratories_Ltd_.pdf,440,41,83,42,182140,27602,63,ok,
Vedant_Fashions_Ltd_.pdf,410,28,59,31,156722,24310,18,ok,
Ventive_Hospitality_Ltd_.pdf,736,48,103,55,297813,40928,339,ok,
Venus_Pipes___Tubes_Ltd_.pdf,377,25,66,41,199413,30481,65,ok,
Veranda_Learning_Solutions_Ltd_.pdf,409,33,62,29,126069,19131,40,ok_A_strict,tried: A_strict=pp33-62
Vibhor_Steel_Tubes_Ltd_.pdf,468,29,64,35,146306,21970,120,ok_E_standalone,"tried: A_strict=NO(no valid range: pp2-3(span=1,small)) | B_endash_pre=NO(no valid range: pp2-3(span=1,small)) | C_letter=NO(no start match) | D_reversed=NO(no start match) | E_standalone=pp29-64"
Vidya_Wires_Ltd_.pdf,477,35,71,36,169307,23804,224,ok,
Vijaya_Diagnostic_Centre_Ltd_.pdf,306,23,43,20,120063,18650,10,ok,
Vikram_Solar_Ltd_.pdf,599,42,107,65,307503,44339,291,ok,
Vikran_Engineering_Ltd_.pdf,519,42,93,51,267290,38888,184,ok,
Vishal_Mega_Mart_Ltd_.pdf,380,26,61,35,173059,24756,216,ok,
Vishnu_Prakash_R_Punglia_Ltd_.pdf,549,50,104,54,201866,30306,150,ok,
Vishwaraj_Sugar_Industries_Ltd_.pdf,369,18,47,29,139080,21554,51,ok,
Vraj_Iron___Steel_Ltd_.pdf,441,35,76,41,188495,27109,228,ok,
Waaree_Energies_Ltd_.pdf,626,35,93,58,266882,38251,320,ok,
Wakefit_Innovations_Ltd_.pdf,482,36,70,34,200383,29644,190,ok,
Waterways_Leisure_Tourism_Ltd_.pdf,424,23,67,44,227345,32242,189,ok,
WeWork_India_Management_Ltd_.pdf,632,48,116,68,339482,48372,406,ok,
Western_Carriers__India__Ltd_.pdf,424,31,72,41,200930,29464,199,ok,
Windlas_Biotech_Ltd_.pdf,346,21,56,35,224072,34344,3,ok,
Xelpmoc_Design___Tech_Ltd_.pdf,415,17,45,28,141075,21906,9,ok,
Yatharth_Hospital___Trauma_Care_Services_Ltd_.pdf,451,28,76,48,232595,34034,169,ok,
Yatra_Online_Ltd_.pdf,640,36,87,51,256259,38075,105,ok,
Zaggle_Prepaid_Ocean_Services_Ltd_.pdf,363,34,71,37,186546,27919,111,ok,
Zinka_Logistics_Solutions_Ltd_.pdf,473,37,71,34,204885,29686,182,ok,
Zomato_Ltd_.pdf,420,38,71,33,184182,27933,29,ok,
eMudhra_Ltd_.pdf,450,38,82,44,221899,34220,30,ok,
ideaForge_Technology_Ltd_.pdf,459,32,64,32,163848,25029,104,ok,
