company,listing_date,year,first_day_return,issue_price,issue_price_log1p,total_issue_size_log1p,ofs_ratio,sub_total,sub_total_log1p,gmp_return,gmp_available,revenue_log1p,assets_log1p,borrowing_log1p,profit_margin,return_on_assets,debt_to_equity,negative_networth_flag,brokers_subscribe,brokers_avoid,broker_sentiment,any_avoid_flag,nifty_close,vix_close,nifty_7d_return,nifty_30d_return,regime_post_2024
Aditya Birla Sun Life AMC Ltd.,2021-10-11,2021,-0.0173455056179775,712.0,6.569481420414296,17.475990563276678,1.0,3.58,1.5216989981260935,0.04915730337078652,1,5.820824495087865,7.643425406621973,0.0,0.46078810408921933,0.07428039963948069,0.0,0,3.0,0.0,3.0,0,17895.19921875,15.649999618530272,0.0115282537271249,0.0302804795112051,0
FSN E-Commerce Ventures Ltd.,2021-11-10,2021,0.961511111111111,1125.0,7.026426808699636,17.67782484448072,0.8822358884098871,45.47,3.8388069430968867,0.6888888888888889,1,6.712603769200076,7.397855609926995,5.595194534239302,0.004283749741392949,0.0021575501998185695,0.38365121836054317,0,9.0,0.0,9.0,0,18044.25,16.0,0.0120617184547381,0.0054776027755218,0
Fino Payments Bank Ltd.,2021-11-12,2021,-0.0550259965337954,577.0,6.359573868672378,16.85057440391105,0.7500610629447073,1.34,0.8501509293696101,0.0,1,5.333877541946587,6.928694514995793,5.357906157959694,0.015176493405740883,0.00306814617314931,1.374804789172306,0,5.0,1.0,4.0,1,17873.599609375,16.350000381469727,-0.0024112101486449,-0.0158657833427395,0
PB Fintech Ltd.,2021-11-15,2021,0.2274489795918368,980.0,6.8885724595653635,17.880467468964326,0.34322465311545625,10.17,2.413231613081109,0.1377551020408163,1,5.557484217038903,7.731891247485169,,-0.42932951156214894,-0.04863728712410758,,0,4.0,1.0,3.0,1,18102.75,15.220000267028809,0.0018927482986343,-0.012858201504728,0
Sigachi Industries Ltd.,2021-11-15,2021,2.7039877300613497,163.0,5.099866427824199,15.856081455209624,0.0,64.89,4.187986684925728,1.3803680981595092,1,4.02749225523426,5.026639868237972,3.2805352052549286,0.16309869375907113,0.05937128516708494,0.2478690430065866,0,2.0,0.0,2.0,0,18102.75,15.220000267028809,0.0018927482986343,-0.012858201504728,0
S.J.S.Enterprises Ltd.,2021-11-15,2021,-0.0593173431734316,542.0,6.297109319933935,16.5074413364366,1.0,1.18,0.7793248768009976,0.12915129151291513,1,4.334541868102138,6.033661595807771,2.265921108622454,0.12617877540177977,0.022823371132039208,0.027020265198899177,0,4.0,0.0,4.0,0,18102.75,15.220000267028809,0.0018927482986343,-0.012858201504728,0
Sapphire Foods India Ltd.,2021-11-18,2021,0.030550847457627,1180.0,7.074116816197362,16.681700159076442,1.0,3.86,1.5810384379124023,0.11016949152542373,1,5.7523503919083945,7.224083115623825,4.566741159368309,-0.08409518045424139,-0.019254893952212856,0.22362334155218974,0,1.0,0.0,1.0,0,17898.650390625,14.979999542236328,0.0014015521102341,-0.0282375084832032,0
One 97 Communications Ltd.,2021-11-18,2021,-0.2724883720930232,2150.0,7.67368812926773,18.259528867846452,0.546448083643883,1.48,0.9082585601768908,-0.013953488372093023,1,6.855408798609928,9.154827662045925,6.1675164908883415,-0.40284810126582277,-0.04037424674912781,0.07596795301477864,0,5.0,1.0,4.0,1,17898.650390625,14.979999542236328,0.0014015521102341,-0.0282375084832032,0
Latent View Analytics Ltd.,2021-11-23,2021,1.4802030456852793,197.0,5.288267030694535,17.232888426650426,0.20977608518013593,185.32,5.227465625576086,1.3451776649746192,1,4.529799878963315,6.378443161436156,4.225372824628505,0.24318726836712448,0.03794153160660533,0.14587481603324387,0,2.0,0.0,2.0,0,17416.55078125,17.520000457763672,-0.0323707977459934,-0.0385511150663802,0
Tarsons Products Ltd.,2021-11-26,2021,0.2688821752265861,662.0,6.4967749901858625,16.554145765971448,0.8534926795544924,53.86,4.004784485509457,0.2719033232628399,1,4.278470046515581,5.902004720565164,4.181897459229962,0.3492197385069591,0.06809770540340489,0.23977543129089826,0,4.0,0.0,4.0,0,17536.25,16.65999984741211,-0.012865372601939,-0.0370490967080029,0
Go Fashion (India) Ltd.,2021-11-30,2021,0.8153623188405795,690.0,6.53813982376767,16.502676458973156,0.8766782779803081,73.63,4.312542571143296,0.717391304347826,1,3.4657359027997265,6.275985378097095,0.0,-0.6129032258064516,-0.03580514463393951,0.0,0,6.0,0.0,6.0,0,17053.94921875,20.829999923706055,-0.0256751079452984,-0.0349543567364085,0
Star Health & Allied Insurance Co.Ltd.,2021-12-10,2021,0.0076111111111111,900.0,6.803505257608338,18.018447338264124,0.6675925247427722,0.95,0.6678293725756554,-0.08888888888888889,1,,9.28388911636263,6.478509642208569,,-0.035333820841630115,0.20316245807820818,0,2.0,3.0,-1.0,1,17516.849609375,16.600000381469727,0.0186169675094352,-0.0277706653126363,0
Tega Industries Ltd.,2021-12-13,2021,0.6015452538631346,453.0,6.118097198041348,16.430676095318375,1.0,151.6,5.027820118850356,0.5960264900662252,1,5.195121173719587,6.963350805483009,5.221652281612552,0.06622442722559786,0.011248189211963983,0.29191158995484434,0,10.0,0.0,10.0,0,17511.30078125,16.059999465942383,0.0354211167201289,-0.0326717884713648,0
Anand Rathi Wealth Ltd.,2021-12-14,2021,0.0609090909090909,550.0,6.311734809152915,16.300417291085605,1.0,6.33,1.9919755158985601,0.08181818181818182,1,5.135210028677887,5.999730291525014,3.4728976958273465,0.3024866785079929,0.12698846689202625,0.10889501028627217,0,3.0,1.0,2.0,1,17368.25,16.56999969482422,0.0111517806075863,-0.0405739459474389,0
Rategain Travel Technologies Ltd.,2021-12-17,2021,-0.1988235294117647,425.0,6.054439346269371,17.263632332580702,0.7189760900970895,9.73,2.373043556642607,0.042352941176470586,1,4.884467201905432,6.061899711323884,4.735584224710024,-0.06355738454503887,-0.019477334827996916,0.4624488124488125,0,2.0,1.0,1.0,1,17248.400390625,15.899999618530272,-0.0150131845663057,-0.0363295547881414,0
Shriram Properties Ltd.,2021-12-20,2021,-0.1576271186440677,118.0,4.77912349311153,17.74485454532494,0.5830336493637013,2.2,1.1631508098056809,-0.0847457627118644,1,5.050817083729088,8.099967194383398,6.545493328174621,-0.38691588785046727,-0.018227585201739258,0.9041598376648716,0,0.0,2.0,-2.0,1,16985.19921875,16.34000015258789,-0.0220546561254012,-0.0438846217359688,0
C.E.Info systems Ltd.,2021-12-21,2021,0.35,1033.0,6.9411900550683745,16.124469892248186,1.0,107.8,4.689511334421843,0.648596321393998,1,4.816888719632834,6.146243600895535,0.0,0.38154674498286834,0.10037342261138296,0.0,0,8.0,0.0,8.0,0,16614.19921875,18.969999313354492,-0.0410219485163436,-0.0647686161341258,0
Metro Brands Ltd.,2021-12-22,2021,-0.0128999999999999,500.0,6.2166061010848646,17.124230779695647,0.7842786680853087,2.63,1.2892326482767593,-0.11,1,6.194956259756835,7.461990905484262,0.6575200029167942,0.08802910458438082,0.02475842286489501,0.0011070901385648304,0,3.0,0.0,3.0,0,16770.849609375,17.540000915527344,-0.0261622615484436,-0.0370739981747785,0
Medplus Health Services Ltd.,2021-12-23,2021,0.4081030150753768,796.0,6.680854678790215,16.681893709566136,0.5706843353984689,37.36,3.6470152500152375,0.157035175879397,1,7.545336894092373,7.4659357516309335,4.056123349401903,0.03509968797926913,0.038001935310250846,0.07085070788284352,0,3.0,0.0,3.0,0,16955.44921875,16.579999923706055,-0.0169842515967003,-0.0313026022362907,0
Data Patterns (India) Ltd.,2021-12-24,2021,0.2903418803418803,585.0,6.373319789577012,16.12359201821946,0.5919922936726525,82.8,4.428433007488037,0.5470085470085471,1,4.58670066970443,5.8771754007058545,3.9781852076818147,0.2388597303694556,0.06523327712197864,0.24232618343195267,0,7.0,0.0,7.0,0,17072.599609375,15.829999923706056,0.005145679452998,-0.0196640926389776,0
HP Adhesives Ltd.,2021-12-27,2021,0.2224452554744525,274.0,5.616771097666572,15.340958198000427,0.09945184025058731,8.45,2.2460147415056513,0.291970802919708,1,4.300409772001559,4.6625896768555775,3.4255647381104497,0.042623401622439154,0.029549137355828807,0.7917997870074547,0,1.0,1.0,0.0,1,17003.75,16.149999618530273,0.0234468586852125,-0.0013331739611922,0
Supriya Lifescience Ltd.,2021-12-28,2021,0.4246350364963504,274.0,5.616771097666572,17.05604790875651,0.7142857142857143,39.68,3.7057365711803594,0.4744525547445255,1,5.442677417054872,6.224756429474007,4.276527220481212,0.2867078153525167,0.13084705415592143,0.7569037210790062,0,3.0,0.0,3.0,0,17086.25,17.1200008392334,0.0188064646676391,0.0035122285616748,0
CMS Info Systems Ltd.,2021-12-31,2021,0.0990740740740741,216.0,5.37989735354046,17.74588270351516,1.0,1.29,0.8285518175661483,-0.037037037037037035,1,6.446862023964355,7.364604010731376,0.0,0.13413898240487834,0.05352673168196998,0.0,0,2.0,0.0,2.0,0,17203.94921875,16.56999969482422,0.0117738274645298,0.0021581547793702,0
AGS Transact Technologies Ltd.,2022-01-31,2022,-0.0782857142857142,175.0,5.170483995038151,17.475402453146135,1.0,5.23,1.8293763327993617,-0.03428571428571429,1,6.637651138804425,7.978664010044275,,-0.023757051029778303,-0.006208369471688669,,0,1.0,1.0,0.0,1,17101.94921875,20.700000762939453,-0.0027494382620078,-0.0145269577505432,0
Adani Wilmar Ltd.,2022-02-08,2022,0.1530434782608695,230.0,5.442417710521793,18.870033517007485,0.0,13.44,2.67000213346468,0.1,1,10.124961310521089,9.793935486815329,7.573202328899804,0.01430964660025187,0.019925004365725623,0.5324942077328819,0,1.0,0.0,1.0,0,17213.599609375,20.440000534057617,-0.0206663883501769,-0.0336332861189491,0
Vedant Fashions Ltd.,2022-02-16,2022,0.0795034642032332,866.0,6.7650389767805414,17.409112904227,1.0,1.99,1.095273387402595,-0.013856812933025405,1,5.961752483122456,7.27690212441619,,0.25409899558470395,0.06808024904877205,,0,0.0,1.0,-1.0,1,17352.44921875,20.61000061035156,-0.0063761356359236,-0.0521982298007403,0
Uma Exports Ltd.,2022-04-07,2022,0.2352941176470588,68.0,4.23410650459726,15.992932688004297,0.0,4.47,1.6992786164338898,0.0,1,6.263283970346229,5.786559901113769,4.139795825126018,0.017120280948200176,0.027609344701283515,0.7826472450918303,0,0.0,3.0,-3.0,1,17807.650390625,19.020000457763672,0.0196338562318384,0.1120433244197245,0
Ruchi Soya Industries Ltd.,2022-04-08,2022,0.4228461538461538,650.0,6.478509642208569,18.00749360254099,0.0,2.72,1.3137236682850553,0.2153846153846154,1,9.333264834483412,9.149826806492765,8.269728770906518,0.029876209318306642,0.03589213976907736,3.2023712820512817,0,4.0,0.0,4.0,0,17639.55078125,19.0,-0.0017485937746966,0.0791785555405129,0
Veranda Learning Solutions Ltd.,2022-04-11,2022,0.1708029197080292,137.0,4.927253685157205,16.49643215017823,0.0,2.35,1.208960345836975,0.10948905109489052,1,2.8130106367386967,5.7313003606929405,5.113191882421348,-1.1666666666666665,-0.059439763151901616,7.2743284896521345,0,0.0,4.0,-4.0,1,17784.349609375,17.690000534057617,-0.0149030529112795,0.0693847998600083,0
Hariom Pipe Industries Ltd.,2022-04-13,2022,0.4686274509803921,153.0,5.0369526024136295,15.955576839107596,0.0,5.37,1.851599469584072,0.16339869281045752,1,5.736798078440366,5.32942836157309,4.499920775268994,0.07179603326107355,0.10807519968829146,0.9565824825362709,0,6.0,1.0,5.0,1,17530.30078125,18.15999984741211,-0.0155747447468428,0.0390604144010272,0
Campus Activewear Ltd.,2022-05-09,2022,0.2965753424657535,292.0,5.680172609017068,17.685669380148777,1.0,35.95,3.609565647394211,0.136986301369863,1,6.739277454008833,6.786367002247114,5.165814016734943,0.10047988624918537,0.09585278459121273,0.4326915911066948,0,6.0,0.0,6.0,0,16411.25,21.25,-0.0385403814161166,-0.0772083117760557,0
Rainbow Children's Medicare Ltd.,2022-05-10,2022,-0.1695571955719556,542.0,6.297109319933935,17.18860266050815,0.8228340502977536,8.82,2.2844211223663744,-0.01845018450184502,1,6.6529404457114625,7.1234793740764175,3.7302612918927056,0.1633077539208847,0.10196328321610634,0.06903630810994231,0,3.0,0.0,3.0,0,16301.849609375,22.030000686645508,-0.0449496468799442,-0.0833598097519687,0
Life Insurance Corp.of India,2022-05-17,2022,-0.0775026343519493,949.0,6.856461984594587,19.215368297206677,1.0,2.05,1.1151415906193203,-0.0273972602739726,1,13.146627039471992,11.551304574074152,1.541159071680806,0.003348388860051533,0.016507410969198697,0.0004459024360609926,0,16.0,0.0,16.0,0,15842.2998046875,24.530000686645508,-0.0244919199622894,-0.0934643660995718,0
Prudent Corporate Advisory Services Ltd.,2022-05-20,2022,-0.1068253968253967,630.0,6.447305862541213,15.733729535384052,1.0,1.03,0.708035793053696,0.02857142857142857,1,5.796057750765372,5.961881244566308,3.5263605246161616,0.17570121951219514,0.14878401404450872,,0,4.0,3.0,1.0,1,15809.400390625,24.559999465942383,0.0017266341610955,-0.0774455961159409,0
Venus Pipes & Tubes Ltd.,2022-05-24,2022,0.0789877300613497,326.0,5.7899601708972535,15.439659924343333,0.0,9.56,2.3570732782781154,0.06134969325153374,1,5.63221486279678,5.5105212978238605,3.932021691934835,0.08480666954146904,0.09582588923176873,0.4150896414342629,0,4.0,0.0,4.0,0,16214.7001953125,23.399999618530273,-0.0027430215268029,-0.0557449251242999,0
Delhivery Ltd.,2022-05-24,2022,0.103182751540041,487.0,6.1903154058531475,18.493160360339868,0.23591212775405523,1.33,0.8458682675776092,-0.02053388090349076,1,8.499519935399006,9.039608988876688,5.918302281478998,-0.1814428035940799,-0.10571707863355748,0.062004899788456226,0,2.0,2.0,0.0,1,16214.7001953125,23.399999618530273,-0.0027430215268029,-0.0557449251242999,0
Paradeep Phosphates Ltd.,2022-05-27,2022,0.0464285714285715,42.0,3.7612001156935624,19.69480007045432,0.33143839655129864,1.39,0.8712933659434192,0.0,1,8.695287492608562,8.880066684593595,7.7150834600966585,0.06072963277304313,0.05048237820176531,1.0238122432942403,0,1.0,0.0,1.0,0,16170.150390625,22.719999313354492,-0.0059018266580966,-0.0509584221578532,0
Ethos Ltd.,2022-05-30,2022,-0.085876993166287,878.0,6.778784897685177,15.337537231656507,0.06775728473207465,1.06,0.7227059828014898,-0.0056947608200455585,1,6.064598831095483,6.204537560344424,4.474605815966975,0.037242343076743914,0.032369076297091036,0.4380933144819229,0,2.0,2.0,0.0,1,16352.4501953125,21.479999542236328,0.0084953775488135,-0.0438589889620357,0
eMudhra Ltd.,2022-06-01,2022,0.0111328125,256.0,5.54907608489522,16.59584774566051,0.6099674928568133,1.7,0.9932517730102833,0.0,1,4.93662988078576,5.541694824693056,3.464485120898074,0.21937816341287056,0.11939711148715122,0.220355871886121,0,5.0,0.0,5.0,0,16584.55078125,20.479999542236328,0.0348657154945282,-0.0283874861131437,0
Aether Industries Ltd.,2022-06-03,2022,0.2098909657320872,642.0,6.466144724237619,16.348123928065466,0.22405215807118106,4.72,1.7439688053917064,0.08566978193146417,1,6.109958441155771,6.566053391543792,,0.18450102376925132,0.11683296690907043,,0,7.0,0.0,7.0,0,16628.0,20.31999969482422,0.0168506738376422,-0.0029740256713633,0
Syrma SGS Technology Ltd.,2022-08-26,2022,0.4229545454545455,220.0,5.3981627015177525,17.458019894731816,0.0882319183631122,24.1,3.2228678461377385,0.21818181818181817,1,6.099152352524899,6.133419734735351,,0.06438984881209503,0.06221603878176562,,0,8.0,0.0,8.0,0,17522.44921875,19.56999969482422,-0.0132894487065246,0.0529178572124364,0
Dreamfolks Services Ltd.,2022-09-06,2022,0.4191717791411042,326.0,5.7899601708972535,16.66288022675256,1.0,30.65,3.4547381485901854,0.4539877300613497,1,5.652454091933764,5.133914310256427,,0.05722032465931899,0.0963362580033199,,0,4.0,0.0,4.0,0,17665.80078125,19.65999984741211,-0.0052648469189009,0.0154218009053024,0
Tamilnad Mercantile Bank Ltd.,2022-09-15,2022,-0.0030392156862745,510.0,6.236369590203704,16.578049007481866,0.0,1.98,1.091923300517313,0.027450980392156862,1,8.446221219945098,10.875392539984608,,0.19368874075473969,0.017062538108826037,,0,10.0,1.0,9.0,1,18003.75,18.280000686645508,0.011517662757216,0.0100138847982496,0
Harsha Engineers International Ltd.,2022-09-26,2022,0.4724242424242423,330.0,5.802118375377063,16.94606196964253,0.3972150509938241,54.91,4.0237432550385535,0.3787878787878788,1,7.200424892944957,7.05552852327157,,0.06866318147871546,0.0793783725447874,,0,15.0,0.0,15.0,0,17327.349609375,20.59000015258789,-0.0167345481209834,-0.0131870889462775,0
Electronics Mart India Ltd.,2022-10-17,2022,0.4313559322033898,59.0,4.0943445622221,18.25516630887479,0.0,53.08,3.9904644317347087,0.5084745762711864,1,7.2522311154638714,7.471124015786867,6.16732779384089,0.02883176741712462,0.023160437006573324,0.7459755160900983,0,13.0,0.0,13.0,0,17185.69921875,18.260000228881836,-0.0032075158778493,-0.0196881724682883,0
Tracxn Technologies Ltd.,2022-10-20,2022,0.1668749999999999,80.0,4.394449154672439,17.470631786337773,1.0,1.6,0.9555114450274363,-0.0125,1,2.9997242948235283,4.056642695038089,0.0,0.04402515723270441,0.014793941528707291,0.0,0,1.0,2.0,-1.0,1,17512.25,17.489999771118164,0.0292635570595454,-0.0170630744404686,0
DCX Systems Ltd.,2022-11-11,2022,0.4917874396135266,207.0,5.337538079701318,16.99998489931514,0.1999999420399943,41.04,3.7386215460087504,0.36231884057971014,1,4.86514698734765,6.639104294436486,4.732859547128981,0.026031548682881343,0.0043882055514075004,,1,12.0,0.0,12.0,0,18028.19921875,15.56999969482422,-0.0049097771976893,0.052827654816207,0
Fusion Micro Finance Ltd.,2022-11-15,2022,-0.1171195652173913,368.0,5.910796644040527,17.21670173960721,0.4565183789645622,2.35,1.208960345836975,-0.010869565217391304,1,5.890123719446306,8.93803808857973,8.7013414121766,0.2083506727701484,0.009861803436267275,4.242920781943846,0,5.0,1.0,4.0,1,18329.150390625,14.90999984741211,0.0069412180517378,0.0665350392393384,0
Global Health Ltd.,2022-11-16,2022,0.2370535714285713,336.0,5.820082930352362,17.999725576942815,0.7733011961618692,7.11,2.093097868127322,0.08928571428571429,1,6.441807413994232,8.078049265446063,6.678907992251249,0.09370511060746321,0.01822194081826477,0.47414281877592435,0,5.0,0.0,5.0,0,18403.400390625,14.640000343322754,0.0135705452786803,0.0630552316982116,0
Bikaji Foods International Ltd.,2022-11-16,2022,0.0581666666666666,300.0,5.707110264748875,17.19561997664013,1.0,17.63,2.924773184613497,0.07,1,6.051665549798739,7.045149202420957,5.05872680156351,0.03704402812514747,0.013696479045259448,0.18733828461907043,0,14.0,0.0,14.0,0,18403.400390625,14.640000343322754,0.0135705452786803,0.0630552316982116,0
Archean Chemical Industries Ltd.,2022-11-21,2022,0.1251842751842751,407.0,6.0112671744041615,17.39705170855339,0.449499259216871,18.34,2.9621754900251482,0.31203931203931207,1,6.015718038908687,7.382528764355626,6.8206493520682585,0.20647228609167848,0.052537889397192915,2.650474756831867,0,11.0,0.0,11.0,0,18307.650390625,14.390000343322754,-0.0011729949038443,0.0416099848584286,0
Five-Star Business Finance Ltd.,2022-11-21,2022,0.0327004219409282,474.0,6.163314804034641,17.3305442936669,1.0,1.01,0.6981347220709844,-0.004219409282700422,1,5.82912207262934,8.775325436586199,7.832537852888958,0.4112251518905209,0.021545070346362154,0.6534438861492671,0,4.0,0.0,4.0,0,18307.650390625,14.390000343322754,-0.0011729949038443,0.0416099848584286,0
Kaynes Technology India Ltd.,2022-11-22,2022,0.1756388415672913,587.0,6.376726947898627,16.497464870678353,0.382154625026619,24.76,3.248822901236153,0.3151618398637138,1,5.303205400620812,6.638908045408924,5.233138640523042,0.05025502550255026,0.013167203836176403,0.8791509433962263,0,4.0,0.0,4.0,0,18159.94921875,14.800000190734863,-0.0132285972541801,0.0332065572138264,0
Inox Green Energy Services Ltd.,2022-11-23,2022,-0.0907692307692307,65.0,4.189654742026425,18.550358559828467,0.5,1.39,0.8712933659434192,-0.015384615384615385,1,4.161379963558259,7.66328553437338,6.814455077816677,-0.18334388853704878,-0.005442394277496311,1.1445534591194968,0,4.0,1.0,3.0,1,18244.19921875,13.84000015258789,-0.0089871979295845,0.0289581218363577,0
Keystone Realtors Ltd.,2022-11-24,2022,0.0310536044362291,541.0,6.295266001439646,16.278301276831296,0.11811011882321659,1.79,1.0260415958332743,-0.009242144177449169,1,5.176149732573829,8.271586727382354,7.292902026826734,0.023977272727272726,0.0010792424843036712,,0,9.0,0.0,9.0,0,18267.25,14.039999961853027,-0.0041785219605844,0.0345994729454513,0
Dharmaj Crop Guard Ltd.,2022-12-08,2022,0.1240506329113923,237.0,5.472270673671475,16.17607442265717,0.1399462712009636,26.69,3.3210713371828704,0.16033755274261605,1,5.403442854589036,5.7260656828966585,3.961955374176355,0.0830130668716372,0.060047095761381473,0.5096372442423643,0,10.0,0.0,10.0,0,18560.5,14.079999923706056,-0.0133953488372093,0.0196507791876979,0
Uniparts India Ltd.,2022-12-12,2022,-0.0649046793760832,577.0,6.359573868672378,16.488413121002704,1.0,17.98,2.9433857931817817,0.07105719237435008,1,5.854384006559615,6.9702698783711385,4.750654852730072,0.14527260179434093,0.04750307942567536,0.16060398078242966,0,16.0,0.0,16.0,0,18496.599609375,13.479999542236328,-0.0109326034278237,0.0080056021013627,0
Sula Vineyards Ltd.,2022-12-22,2022,-0.0724089635854342,357.0,5.8805329864007,17.107656584154192,1.0,1.93,1.0750024230289759,-0.04201680672268908,1,5.423892189456103,6.648919781087936,5.373610350583468,0.13514351523742027,0.03957455087878591,0.4778378859725283,0,6.0,1.0,5.0,1,18199.099609375,15.5600004196167,-0.0117188133887416,-0.0024719971994523,0
Landmark Cars Ltd.,2022-12-23,2022,-0.0908102766798418,506.0,6.2285110035911835,16.205296768279446,0.7281225827501384,2.58,1.275362800412609,-0.029644268774703556,1,6.688230173190639,7.098681376972011,6.1428327881115266,0.022621274473126327,0.014999545217758007,1.7309799828530958,0,4.0,2.0,2.0,1,18127.349609375,15.1899995803833,-0.0077535930059116,-0.0076585359386333,0
Abans Holdings Ltd.,2022-12-23,2022,-0.1998148148148147,270.0,5.602118820879701,16.36495580701484,0.703125,1.08,0.7323678937132266,0.011111111111111112,1,5.667498777578954,7.116166845535832,4.3556826593342794,0.10315285630050987,0.024164716588663544,0.11342288806641404,0,0.0,2.0,-2.0,1,18127.349609375,15.1899995803833,-0.0077535930059116,-0.0076585359386333,0
KFin Technologies Ltd.,2022-12-29,2022,-0.0054644808743169,366.0,5.905361848054571,17.528682715447253,1.0,1.96,1.085189268335969,-0.00819672131147541,1,5.871441504508252,7.01733587755087,4.846075066880943,0.2412652645861601,0.07656013132282631,0.1713541101096753,0,5.0,0.0,5.0,0,18122.5,15.399999618530272,-0.0002675299742932,-0.0266166843711191,0
Elin Electronics Ltd.,2022-12-30,2022,-0.0777327935222671,247.0,5.5134287461649825,16.772020962364316,0.631578514946846,2.56,1.269760544863939,0.016194331983805668,1,6.406450851099783,6.380529233848366,4.642176911617187,0.034179978172437744,0.0350790849229516,,0,5.0,0.0,5.0,0,18191.0,14.8100004196167,0.0215759823153943,-0.0302451772778268,0
Radiant Cash Management Services Ltd.,2023-01-04,2023,0.1138297872340425,94.0,4.553876891600541,17.099311504230535,0.7955335793857002,1.1,0.7419373447293773,0.06382978723404255,1,4.447111881329816,5.322766046950346,3.2786530289040616,0.1815596112822944,0.07511645011032116,0.16457245956569366,0,4.0,1.0,3.0,1,18232.55078125,14.390000343322754,0.0060726048420471,-0.0250520682222694,0
Sah Polymers Ltd.,2023-01-12,2023,0.3730769230769231,65.0,4.189654742026425,16.13789837629371,0.0,9.92,2.390595970316759,0.15384615384615385,1,3.3530570063342204,4.335328031664641,3.530762586016799,0.04530627038782167,0.016589250165892504,1.1950252343186734,0,1.0,1.0,0.0,1,17895.69921875,15.4399995803833,-0.0053607361977841,-0.0382792767223774,0
Divgi TorqTransfer Systems Ltd.,2023-03-14,2023,0.0256779661016948,590.0,6.3818160174060985,15.759288578505302,0.5632344035653084,3.44,1.4906543764441333,0.04915254237288136,1,4.931231271308987,6.066595210420497,0.4054651081081644,0.18655034532897127,0.059645289509774296,0.001403705783267827,0,6.0,0.0,6.0,0,17154.30078125,16.219999313354492,-0.0314569649619739,-0.0393245719345896,0
Global Surfaces Ltd.,2023-03-23,2023,0.2207142857142857,140.0,4.948759890378168,16.21974939501905,0.23035230352303523,8.85,2.2874714551839976,0.12857142857142856,1,4.6076670661866785,5.63906615993651,3.9419700817960983,0.13692695214105793,0.04850107066381156,0.33921976767608947,0,1.0,0.0,1.0,0,17151.900390625,14.8100004196167,0.0097906924144268,-0.037853268282849,0
Udayshivakumar Infra Ltd.,2023-04-03,2023,-0.1,35.0,3.58351893845611,16.75240233907109,0.0,32.2,3.502549875922443,0.2857142857142857,1,4.683426683953859,5.192401140956488,3.7003138317395994,0.09352249393317155,0.05600894354387926,0.5037018126116926,0,3.0,0.0,3.0,0,17359.75,12.9399995803833,0.0220215121222149,-0.0133338040100098,0
Avalon Technologies Ltd.,2023-04-18,2023,-0.0884174311926605,436.0,6.07993319509559,16.80318278644867,0.6300577647178253,1.73,1.0043016091968684,0.016055045871559634,1,6.748349146758923,6.378358269630711,5.687144833503178,0.08003287735572125,0.11592625348663173,,0,6.0,0.0,6.0,0,17706.849609375,12.270000457763672,-0.0008718490937332,0.035485206207127,0
Mankind Pharma Ltd.,2023-05-09,2023,0.3185648148148147,1080.0,6.985641817639208,17.50586005603393,1.0,11.01,2.485739636091892,0.11203703703703703,1,8.821558324489562,9.135050932934467,5.129484427934637,0.14989775473529837,0.10955438738374444,0.023500221805821248,0,12.0,0.0,12.0,0,18264.400390625,12.640000343322754,0.0064333397154439,0.0378001201895732,0
IKIO Lighting Ltd.,2023-06-16,2023,0.4166666666666667,285.0,5.655991810819852,16.873311210615405,0.42291839916363655,47.28,3.8770173962293306,0.3157894736842105,1,5.810512052720266,5.8185981490847825,4.922386788542191,0.15430151146368581,0.15305514157973174,0.9680465809841653,0,5.0,0.0,5.0,0,18688.099609375,11.079999923706056,0.006717477193078,0.0278493329506235,0
HMA Agro Industries Ltd.,2023-07-04,2023,-0.0004273504273504,585.0,6.373319789577012,15.9202698826284,0.6875000228515659,1.48,0.9082585601768908,0.06837606837606838,1,8.051971709455263,6.753566265086804,5.802178796512394,0.037470770759928385,0.13738888694209855,0.8808754837848659,0,0.0,0.0,0.0,0,19322.55078125,11.539999961853027,0.0268448553008772,0.0425405705425356,0
ideaForge Technology Ltd.,2023-07-07,2023,0.9278273809523808,672.0,6.511745329644728,15.948701967931676,0.5768595284113605,58.23,4.0814281702888735,0.78125,1,5.285232126999381,6.192219329943782,4.471638793363569,0.16288187372708757,0.06556268317176643,0.2663833456516383,0,14.0,0.0,14.0,0,19497.30078125,11.84000015258789,0.016063848259821,0.0411665015456433,0
Cyient DLM Ltd.,2023-07-10,2023,0.5877358490566038,265.0,5.583496308781699,16.92299232412803,0.0,40.27,3.7201358437644907,0.5094339622641509,1,6.732615868716394,7.008251985473762,5.754063590296964,0.037848605577689244,0.0287222101527989,1.5892757871329661,0,10.0,0.0,10.0,0,19331.80078125,11.529999732971191,0.0004787152640828,0.0413932994201354,0
Senco Gold Ltd.,2023-07-14,2023,0.2774447949526814,317.0,5.762051382780177,16.363081003940664,0.3333333333333333,54.13,4.009694032601592,0.3249211356466877,1,8.32106637908541,7.974642955067108,7.071717666193388,0.038573313147736175,0.054548208114768765,1.245722086415442,0,8.0,0.0,8.0,0,19413.75,10.9399995803833,0.0042390887262547,0.0350742750640657,0
